HGNC ID	Approved Symbol	Previous Symbols	Synonyms	Entrez Gene ID(supplied by NCBI)	RefSeq(supplied by NCBI)	UniProt ID(supplied by UniProt)	Ensembl ID(supplied by Ensembl)
HGNC:15168	OR4C12			283093	NM_001005270	Q96R67	ENSG00000221954
HGNC:15169	OR4C13			283092	NM_001001955	Q8NGP0	ENSG00000258817
HGNC:15170	OR4C14P			81310	NG_004234		ENSG00000233301
HGNC:15171	OR4C15			81309	NM_001001920	Q8NGM1	ENSG00000181939
HGNC:15172	OR4C16			219428	NM_001004701	Q8NGL9	ENSG00000279514
HGNC:31270	OR4C45			403257	NM_001005513	A6NMZ5	ENSG00000260811
HGNC:31271	OR4C46			119749	NM_001004703	A6NHA9	ENSG00000185926
HGNC:31272	OR4C48P			403259	NG_004421		ENSG00000283605
HGNC:31273	OR4C49P			403260	NG_004422		ENSG00000260595
HGNC:31274	OR4C50P			256190	NG_004295		ENSG00000237610
HGNC:8293	OR4D1	OR4D3	TPCR16	26689	NM_012374	Q15615	ENSG00000141194
HGNC:8294	OR4D2			124538	NM_001004707	P58180	ENSG00000255713
HGNC:14852	OR4D5			219875	NM_001001965	Q8NGN0	ENSG00000171014
HGNC:15175	OR4D6			219983	NM_001004708	Q8NGJ1	ENSG00000166884
HGNC:15176	OR4D7P		OST724	81304	NG_004233		ENSG00000254770
HGNC:15177	OR4D8P			401696	NG_004232		ENSG00000204989
HGNC:15178	OR4D9			390199	NM_001004711	Q8NGE8	ENSG00000172742
HGNC:15173	OR4D10	OR4D10P	OST711	390197	NM_001004705	Q8NGI6	ENSG00000254466
HGNC:15174	OR4D11	OR4D11P		219986	NM_001004706	Q8NGI4	ENSG00000176200
HGNC:19587	OR4D12P	OR7E103P		282754	NG_004296		ENSG00000198787
HGNC:8296	OR4E1	OR4E1P		26687	NM_001317107	P0C645	ENSG00000276240
HGNC:8297	OR4E2			26686	NM_001001912	Q8NGC2	ENSG00000221977
HGNC:8298	OR4F1P	OR4F1	HSDJ0609N19	26685	NG_004134		ENSG00000220212
HGNC:8299	OR4F2P		OR4F2, hs6M1-11, S191N21	390028	NG_004259		ENSG00000224777
HGNC:8300	OR4F3			26683	NM_001005224	Q6IEY1	ENSG00000230178
HGNC:8301	OR4F4		OR4F18	26682	NM_001004195	Q96R69	ENSG00000177693
HGNC:14825	OR4F5			79501	NM_001005484	Q8NH21	ENSG00000186092
HGNC:15372	OR4F6	OR4F12		390648	NM_001005326	Q8NGB9	ENSG00000184140
HGNC:15089	OR4F7P	OR4F10		81390	NG_004682		ENSG00000217874
HGNC:15395	OR4F8P	OR4F20P, OR4F9P		390872	NG_004359		ENSG00000266971
HGNC:15076	OR4F13P			390651	NR_046417		ENSG00000214344
HGNC:15077	OR4F14P	OR4F14		390650	NG_004356		ENSG00000232459
HGNC:15078	OR4F15			390649	NM_001001674	Q8NGB8	ENSG00000182854
HGNC:15079	OR4F16			81399	NM_001005277	Q6IEY1	ENSG00000284662
HGNC:15381	OR4F17	OR4F19, OR4F11P, OR4F18		81099	NM_001005240	Q8NGA8	ENSG00000176695
HGNC:19583	OR4F21	OR4F21P		441308	NM_001005504	O95013	ENSG00000176269
HGNC:31229	OR4F28P			390652	NG_004358		ENSG00000257109
HGNC:31275	OR4F29			729759	NM_001005221	Q6IEY1	ENSG00000284733
HGNC:8302	OR4G1P	OR4G8P	OLB	26681	NG_004133		ENSG00000267310
HGNC:8303	OR4G2P	OR4G7P		26680	NG_003201		ENSG00000183909
HGNC:8304	OR4G3P	OR4G3, OR4G5P	OLC, OLC-7501	26679	NG_003222		ENSG00000282137
HGNC:14822	OR4G4P			79504	NG_004148		ENSG00000268020
HGNC:15039	OR4G6P			81438	NG_004268		
HGNC:31276	OR4G11P			403263	NG_004423		ENSG00000240361
HGNC:8312	OR4H6P	OR4H9P, OR4H10P, OR4H5P, OR4H11P, OR4H5, OR4H7, OR4H7P, OR4H2P, OR4H3P, OR4H11, OR4H2, OR4H3, OR4H1P, OR4H4P, OR4H10, OR4H4, OR4H8P, OR4H8	OR15-71, OR4H6, OR15-82, OR4H9, OR5-39, OR5-84, OR4-114, OR4-115, OR4-119, OR15-69, OR15-80, OR15-81, OR14-58	26322	NG_002185		
HGNC:19433	OR4H12P	OR4H12	C14orf14	161271	NG_004089		ENSG00000176312
HGNC:14726	OR4K1			79544	NM_001004063	Q8NGD4	ENSG00000155249
HGNC:14728	OR4K2			390431	NM_001005501	Q8NGD2	ENSG00000165762
HGNC:14731	OR4K3	OR4K3P		283617	NM_001348266	Q96R72	ENSG00000176290
HGNC:14744	OR4K4P			79318	NG_002242		ENSG00000258541
HGNC:14745	OR4K5			79317	NM_001005483	Q8NGD3	ENSG00000176281
HGNC:14748	OR4K6P			79314	NG_002240		ENSG00000228304
HGNC:14756	OR4K7P	OR4K10P		79306	NG_002235		ENSG00000265340
HGNC:14787	OR4K8P	OR4K9P		390836	NG_002222		ENSG00000266693
HGNC:15402	OR4K11P		OR21-1	81079	NG_004161		ENSG00000179381
HGNC:15403	OR4K12P		OR21-2	81078	NG_004160		ENSG00000218549
HGNC:15351	OR4K13			390433	NM_001004714	Q8NH42	ENSG00000176253
HGNC:15352	OR4K14			122740	NM_001004712	Q8NGD5	ENSG00000169484
HGNC:15353	OR4K15		OR4K15Q	81127	NM_001005486	Q8NH41	ENSG00000169488
HGNC:15354	OR4K16P			81126	NG_004172		ENSG00000258822
HGNC:15355	OR4K17			390436	NM_001004715	Q8NGC6	ENSG00000176230
HGNC:15356	OR4L1	OR4L2P		122742	NM_001004717	Q8NH43	ENSG00000176246
HGNC:14735	OR4M1			441670	NM_001005500	Q8NGD0	ENSG00000176299
HGNC:15373	OR4M2			390538	NM_001004719	Q8NGB6	ENSG00000274102
HGNC:14740	OR4N1P			79322	NG_002243		ENSG00000258564
HGNC:14742	OR4N2			390429	NM_001004723	Q8NGD1	ENSG00000176294
HGNC:15374	OR4N3P			390539	NR_028067		ENSG00000259435
HGNC:15375	OR4N4			283694	NM_001005241	Q8N0Y3	ENSG00000183706
HGNC:15358	OR4N5			390437	NM_001004724	Q8IXE1	ENSG00000184394
HGNC:14754	OR4P1P			79308	NG_002236		ENSG00000188439
HGNC:15180	OR4P4	OR4P3P		81300	NM_001004124	Q8NGL7	ENSG00000181927
HGNC:15376	OR4Q1P			81104	NG_004162		
HGNC:15359	OR4Q2	OR4Q2P		390432	NM_001348271	P0C623	ENSG00000196383
HGNC:15426	OR4Q3	OR4Q4	C14orf13	441669	NM_172194	Q8NH05	ENSG00000182652
HGNC:14798	OR4R1P			79528	NG_002265		ENSG00000255215
HGNC:15181	OR4R2P			81299	NG_004231		ENSG00000255560
HGNC:15182	OR4R3P			81298	NG_004230		ENSG00000254624
HGNC:14705	OR4S1			256148	NM_001004725	Q8NGB4	ENSG00000176555
HGNC:15183	OR4S2	OR4S2P	OST725	219431	NM_001004059	Q8NH73	ENSG00000174982
HGNC:15360	OR4T1P			390435	NG_004351		ENSG00000258641
HGNC:15361	OR4U1P			390434	NG_004350		ENSG00000258899
HGNC:14736	OR4V1P			79534	NG_002270		ENSG00000254841
HGNC:15405	OR4W1P			81077	NG_004159		
HGNC:14854	OR4X1			390113	NM_001004726	Q8NH49	ENSG00000176567
HGNC:15184	OR4X2			119764	NM_001004727	Q8NGF9	ENSG00000172208
HGNC:31277	OR4X7P			403264	NG_005820		ENSG00000255077
HGNC:8319	OR5A1	OR5A1P	OST181	219982	NM_001004728	Q8NGJ0	ENSG00000172320
HGNC:15249	OR5A2			219981	NM_001001954	Q8NGI9	ENSG00000172324
HGNC:15047	OR5AC1	OR5AC1P		81431	NG_004267	P0C628	ENSG00000213439
HGNC:15431	OR5AC2		HSA1	81050	NM_054106	Q9NZP5	ENSG00000196578
HGNC:31284	OR5AC4P			403271	NG_004426		ENSG00000251090
HGNC:14714	OR5AH1P			79336	NG_002357		ENSG00000268067
HGNC:15250	OR5AK1P	OR5AK5P		81230	NG_004213		ENSG00000255083
HGNC:15251	OR5AK2			390181	NM_001005323	Q8NH90	ENSG00000181273
HGNC:15252	OR5AK3P	OR5AK3		81228	NG_004212	Q8NH89	ENSG00000181282
HGNC:15253	OR5AK4P			219525	NR_036445		ENSG00000283307
HGNC:14844	OR5AL1	OR5AL1P		79482	NM_001348230	P0C617	ENSG00000272987
HGNC:14850	OR5AL2P			79476	NG_004143		ENSG00000255466
HGNC:15254	OR5AM1P			81226	NG_004211		ENSG00000255172
HGNC:15255	OR5AN1			390195	NM_001004729	Q8NGI8	ENSG00000176495
HGNC:15256	OR5AN2P			81224	NG_004210		ENSG00000235678
HGNC:31285	OR5AO1P			403272	NG_004427		ENSG00000272676
HGNC:15257	OR5AP1P			81223	NG_004209		ENSG00000254795
HGNC:15258	OR5AP2			338675	NM_001002925	Q8NGF4	ENSG00000172464
HGNC:15259	OR5AQ1P			81221	NG_004208		ENSG00000184741
HGNC:15260	OR5AR1			219493	NM_001004730	Q8NGP9	ENSG00000172459
HGNC:15261	OR5AS1			219447	NM_001001921	Q8N127	ENSG00000181785
HGNC:15362	OR5AU1			390445	NM_001004731	Q8NGC0	ENSG00000169327
HGNC:15406	OR5AW1P			81076	NG_004158		ENSG00000229082
HGNC:15262	OR5AZ1P			283193	NG_004207		ENSG00000180714
HGNC:8322	OR5B1P	OR5B9P, OR5B9, OR5B5P, OR5B14P, OR5B7P, OR5B7, OR5B8, OR5B8P, OR5B5, OR5B6, OR5B6P	OR8-122, OR8-123, OR6-57, OR6-55, OR3-144, OR912-92	401692	NG_002305		ENSG00000233499
HGNC:8323	OR5B2		OST073	390190	NM_001005566	Q96R09	ENSG00000172365
HGNC:8324	OR5B3	OR5B13	OST129	441608	NM_001005469	Q8NH48	ENSG00000172769
HGNC:8320	OR5B10P	OR5B11P, OR5B4P, OR5B10, OR5B11, OR5B18P	OR13-67, OR13-34, OR13-64	390186	NG_002306		ENSG00000255096
HGNC:15432	OR5B12	OR5B12P, OR5B16	OST743	390191	NM_001004733	Q96R08	ENSG00000172362
HGNC:15265	OR5B15P			81215	NG_004206		ENSG00000273408
HGNC:15267	OR5B17	OR5B20P		219965	NM_001005489	Q8NGF7	ENSG00000197786
HGNC:15269	OR5B19P			81211	NG_004205		ENSG00000255431
HGNC:19616	OR5B21			219968	NM_001005218	A6NL26	ENSG00000198283
HGNC:15270	OR5BA1P			81210	NG_004204		ENSG00000255303
HGNC:15271	OR5BB1P			81209	NG_004203		ENSG00000198261
HGNC:15272	OR5BC1P			81208	NG_004202		ENSG00000255218
HGNC:14843	OR5BD1P			79483	NG_002253		ENSG00000254749
HGNC:15273	OR5BE1P			81207	NG_004201		ENSG00000225538
HGNC:15407	OR5BH1P	OR5BH2P		81075	NG_004157		ENSG00000242610
HGNC:15434	OR5BJ1P		OST740	81047	NG_004156		ENSG00000257792
HGNC:14817	OR5BK1P			401718	NG_004391		ENSG00000257763
HGNC:15275	OR5BL1P			81205	NG_004200		ENSG00000272569
HGNC:14835	OR5BM1P			79491	NG_004145		ENSG00000250750
HGNC:15276	OR5BN1P			81204	NG_004199		ENSG00000254848
HGNC:29194	OR5BN2P			504181	NG_004864		ENSG00000255140
HGNC:15277	OR5BP1P			81203	NG_004198		ENSG00000273255
HGNC:15278	OR5BQ1P	OR5BQ2P		81202	NG_004197		ENSG00000273228
HGNC:15279	OR5BR1P			81201	NG_004196		ENSG00000255386
HGNC:19627	OR5BS1P	OR5BS1		390313	NG_004343		ENSG00000198678
HGNC:19629	OR5BT1P			282790	NG_004300		ENSG00000258024
HGNC:8331	OR5C1	OR5C2P	OR9-F, hRPK-465_F_21	392391	NM_001001923	Q8NGR4	ENSG00000148215
HGNC:8335	OR5D2P	OR5D6P, OR5D10P, OR5D1P, OR5D5P, OR5D12P, OR5D8P, OR5D7P, OR5D9P, OR5D12, OR5D11P, OR5D11	OR11-7a, OR912-91, OR8-127, OR912-47, OR18-44, R5D9P, OR18-17, OR18-42, OR18-43, OR912-94, OR8-125	8595	NG_002277		ENSG00000254457
HGNC:8336	OR5D3P	OR5D3, OR5D4	OR11-8b, OR11-8c	8594	NG_002172		
HGNC:15280	OR5D13			390142	NM_001001967	Q8NGL4	ENSG00000279761
HGNC:15281	OR5D14			219436	NM_001004735	Q8NGL3	ENSG00000186113
HGNC:15282	OR5D15P			81198	NG_004195		ENSG00000255019
HGNC:15283	OR5D16			390144	NM_001005496	Q8NGK9	ENSG00000205029
HGNC:15284	OR5D17P			81196	NG_004194		ENSG00000181837
HGNC:15285	OR5D18			219438	NM_001001952	Q8NGL1	ENSG00000186119
HGNC:8342	OR5E1P	OR5E1	TPCR24, HSTPCR24	26343	NR_027711		ENSG00000170688
HGNC:8343	OR5F1		OR11-10	338674	NM_003697	O95221	ENSG00000149133
HGNC:15286	OR5F2P			81194	NG_004193		ENSG00000182365
HGNC:8344	OR5G1P	OR5G2P	OR11-104, OR93	8591	NG_002299		ENSG00000181296
HGNC:15287	OR5G3	OR5G6P, OR5G3P		81193	NG_002406	P0C626	ENSG00000241356
HGNC:15288	OR5G4P			81192	NG_004192		ENSG00000255485
HGNC:15289	OR5G5P			81191	NG_004191		ENSG00000205025
HGNC:8346	OR5H1		HTPCRX14, HSHTPCRX14	26341	NM_001005338	A6NKK0	ENSG00000231192
HGNC:14752	OR5H2			79310	NM_001005482	Q8NGV7	ENSG00000197938
HGNC:14753	OR5H3P			79309	NG_002237		ENSG00000249975
HGNC:14763	OR5H4P			79299	NG_002231		ENSG00000248507
HGNC:14765	OR5H5P			79297	NG_002230		ENSG00000249321
HGNC:14767	OR5H6			79295	NM_001005479	Q8NGV6	ENSG00000230301
HGNC:14771	OR5H7P			79291	NG_002228		ENSG00000187900
HGNC:14773	OR5H8	OR5H8P		79289	NG_002227	P0DN80	ENSG00000232535
HGNC:31286	OR5H14			403273	NM_001005514	A6NHG9	ENSG00000236032
HGNC:31287	OR5H15			403274	NM_001005515	A6NDH6	ENSG00000233412
HGNC:8347	OR5I1		HSOlf1, OLF1	10798	NM_006637	Q13606	ENSG00000167825
HGNC:8348	OR5J1P	OR5J1	HTPCRH02	401687	NG_004086		ENSG00000181780
HGNC:19612	OR5J2			282775	NM_001005492	Q8NH18	ENSG00000174957
HGNC:31289	OR5J7P			403276	NG_004428		ENSG00000255217
HGNC:8349	OR5K1		HTPCRX10, HSHTPCRX10	26339	NM_001004736	Q8NHB7	ENSG00000232382
HGNC:14774	OR5K2			402135	NM_001004737	Q8NHB8	ENSG00000231861
HGNC:31290	OR5K3			403277	NM_001005516	A6NET4	ENSG00000206536
HGNC:31291	OR5K4			403278	NM_001005517	A6NMS3	ENSG00000196098
HGNC:8350	OR5L1		OST262	219437	NM_001004738	Q8NGL2	ENSG00000279395
HGNC:8351	OR5L2		HTPCRX16, HSHTPCRX16	26338	NM_001004739	Q8NGL0	ENSG00000205030
HGNC:8352	OR5M1		OST050	390168	NM_001004740	Q8NGP8	ENSG00000255012
HGNC:14803	OR5M2P			79523	NG_004154		ENSG00000254752
HGNC:14806	OR5M3			219482	NM_001004742	Q8NGP4	ENSG00000174937
HGNC:14808	OR5M4P			79518	NG_004152		ENSG00000230416
HGNC:14810	OR5M5P			390166	NG_004151		ENSG00000185701
HGNC:14814	OR5M6P			79512	NG_004150		ENSG00000254603
HGNC:14818	OR5M7P			79508	NG_004149		ENSG00000254490
HGNC:14846	OR5M8			219484	NM_001005282	Q8NGP6	ENSG00000181371
HGNC:15294	OR5M9			390162	NM_001004743	Q8NGP3	ENSG00000150269
HGNC:15290	OR5M10			390167	NM_001004741	Q6IEU7	ENSG00000254834
HGNC:15291	OR5M11		OR11-199	219487	NM_001005245	Q96RB7	ENSG00000255223
HGNC:15292	OR5M12P			81188	NG_004190		ENSG00000197866
HGNC:15293	OR5M13P			81187	NG_002281		ENSG00000166693
HGNC:15057	OR5M14P	OR5M15P		81421	NG_004263		ENSG00000249081
HGNC:14779	OR5P1P			79283	NG_004139		ENSG00000166408
HGNC:14783	OR5P2		JCG3	120065	NM_153444	Q8WZ92	ENSG00000183303
HGNC:14784	OR5P3		JCG1	120066	NM_153445	Q8WZ94	ENSG00000182334
HGNC:15295	OR5P4P		OST730	81185	NG_004189		ENSG00000227892
HGNC:14841	OR5R1	OR5R1P		219479	NM_001004744	Q8NH85	ENSG00000279961
HGNC:15040	OR5S1P			391496	NG_004369		ENSG00000213048
HGNC:14821	OR5T1	OR5T1P		390155	NM_001004745	Q8NG75	ENSG00000181698
HGNC:15296	OR5T2			219464	NM_001004746	Q8NGG2	ENSG00000181718
HGNC:15297	OR5T3		OR5T3Q	390154	NM_001004747	Q8NGG3	ENSG00000172489
HGNC:13972	OR5V1		hs6M1-21	81696	NM_030876	Q9UGF6	ENSG00000243729
HGNC:15298	OR5W1P			81182	NG_004188		ENSG00000227806
HGNC:15299	OR5W2	OR5W2P, OR5W3P		390148	NM_001001960	Q8NH69	ENSG00000187612
HGNC:15301	OR6A2	OR6A2P, OR6A1	OR11-55	8590	NM_003696	O95222	ENSG00000184933
HGNC:8354	OR6B1		OR7-3	135946	NM_001005281	O95007	ENSG00000221813
HGNC:15041	OR6B2	OR6B2P		389090	NM_001005853	Q6IFH4	ENSG00000182083
HGNC:15042	OR6B3	OR6B3P	OR6B3Q	150681	NM_173351	Q8NGW1	ENSG00000178586
HGNC:8355	OR6C1		OST267	390321	NM_001005182	Q96RD1	ENSG00000205330
HGNC:15436	OR6C2		OR6C67	341416	NM_054105	Q9NZP2	ENSG00000179695
HGNC:15437	OR6C3		OST709	254786	NM_054104	Q9NZP0	ENSG00000205329
HGNC:19632	OR6C4			341418	NM_001005494	Q8NGE1	ENSG00000179626
HGNC:31292	OR6C5P			390320	NG_004345		ENSG00000230307
HGNC:31293	OR6C6			283365	NM_001005493	A6NF89	ENSG00000188324
HGNC:31306	OR6C7P			390322	NG_004346		ENSG00000257757
HGNC:31294	OR6C64P			403281	NG_004429		ENSG00000234670
HGNC:31295	OR6C65			403282	NM_001005518	A6NJZ3	ENSG00000205328
HGNC:31296	OR6C66P			403283	NG_004430		ENSG00000233606
HGNC:31297	OR6C68			403284	NM_001005519	A6NDL8	ENSG00000205327
HGNC:31298	OR6C69P			403285	NG_004431		ENSG00000213451
HGNC:31299	OR6C70			390327	NM_001005499	A6NIJ9	ENSG00000184954
HGNC:31300	OR6C71P			390324	NG_004347		ENSG00000203408
HGNC:31301	OR6C72P			403288	NG_004432		ENSG00000205331
HGNC:31302	OR6C73P			403289	NG_004433		ENSG00000257414
HGNC:31303	OR6C74			254783	NM_001005490	A6NCV1	ENSG00000197706
HGNC:31304	OR6C75			390323	NM_001005497	A6NL08	ENSG00000187857
HGNC:31305	OR6C76			390326	NM_001005183	A6NM76	ENSG00000185821
HGNC:14849	OR6D1P			220974	NG_004293		ENSG00000224402
HGNC:14739	OR6E1P			79323	NG_002244		ENSG00000235213
HGNC:15027	OR6F1		OST731	343169	NM_001005286	Q8NGZ6	ENSG00000169214
HGNC:14707	OR6J1	OR6J2, OR6J1P		79549	NM_001348233	Q8NGC5	ENSG00000255804
HGNC:15028	OR6K1P			81449	NG_004271		ENSG00000231237
HGNC:15029	OR6K2			81448	NM_001005279	Q8NGY2	ENSG00000196171
HGNC:15030	OR6K3			391114	NM_001005327	Q8NGY3	ENSG00000203757
HGNC:15031	OR6K4P			128370	NG_004288		ENSG00000180437
HGNC:15032	OR6K5P			391115	NG_004363		ENSG00000226949
HGNC:15033	OR6K6			128371	NM_001005184	Q8NGW6	ENSG00000180433
HGNC:15124	OR6L1P			390012	NG_002282		ENSG00000233685
HGNC:15125	OR6L2P			81356	NG_004252		ENSG00000273327
HGNC:14711	OR6M1			390261	NM_001005325	Q8NGM8	ENSG00000196099
HGNC:14713	OR6M2P			79546	NG_004155		ENSG00000254613
HGNC:14741	OR6M3P			79321	NG_004140		ENSG00000254430
HGNC:15034	OR6N1			128372	NM_001005185	Q8NGY5	ENSG00000197403
HGNC:15035	OR6N2			81442	NM_001005278	Q8NGY6	ENSG00000188340
HGNC:15036	OR6P1			128366	NM_001160325	Q8NGX9	ENSG00000186440
HGNC:15302	OR6Q1			219952	NM_001005186	Q8NGQ2	ENSG00000279051
HGNC:15037	OR6R1P			81440	NG_004270		ENSG00000230576
HGNC:31307	OR6R2P			403294	NG_004434		ENSG00000273484
HGNC:15363	OR6S1		OR6S1Q	341799	NM_001001968	Q8NH40	ENSG00000181803
HGNC:14848	OR6T1			219874	NM_001005187	Q8NGN1	ENSG00000181499
HGNC:19631	OR6U2P	OR6U1P		390329	NG_004348		
HGNC:15090	OR6V1		GPR138	346517	NM_001001667	Q8N148	ENSG00000225781
HGNC:15091	OR6W1P	OR6W1	sdolf	89883	NR_002140		ENSG00000179420
HGNC:14737	OR6X1			390260	NM_001005188	Q8NH79	ENSG00000221931
HGNC:14823	OR6Y1	OR6Y2		391112	NM_001005189	Q8NGX8	ENSG00000197532
HGNC:8364	OR7A1P	OR7A6P	OR19-3, OLF4p, hg513	390895	NG_004361		ENSG00000268834
HGNC:8370	OR7A2P	OR7A7, OR7A2	hg1003, OR19-18, OLF4p	390894	NG_004087	Q8NGA2	ENSG00000172148
HGNC:8366	OR7A3P	OR7A12P, OR7A14P, OR7A14, OR7A13P	OR11-7b, OR19-12, OR14-59, OR14-11	26668	NG_002170		ENSG00000269787
HGNC:8368	OR7A5		HTPCR2	26659	NM_017506	Q15622	ENSG00000188269
HGNC:8371	OR7A8P	OR7A9P	OST042, HG83, OR19-11	26661	NG_003166		ENSG00000269552
HGNC:8356	OR7A10			390892	NM_001005190	O76100	ENSG00000127515
HGNC:8357	OR7A11P	OR7A11	OST527	26669	NG_002215		ENSG00000198367
HGNC:8361	OR7A15P	OR7A4P, OR7A16P, OR7A20P	OR19-134, OR19-1, OR19-146	26335	NG_002311		ENSG00000176923
HGNC:8363	OR7A17		HTPCRX19	26333	NM_030901	O14581	ENSG00000185385
HGNC:15399	OR7A18P			81081	NG_002278		ENSG00000269678
HGNC:15337	OR7A19P			387853	NG_004313		ENSG00000272963
HGNC:8373	OR7C1	OR7C4	OR19-5	26664	NM_198944	O76099	ENSG00000127530
HGNC:8374	OR7C2	OR7C3	OR19-18	26658	NM_012377	O60412	ENSG00000127529
HGNC:8377	OR7D1P	OR7D3P, OR7D3	OR19-A	26656	NG_002212		ENSG00000188314
HGNC:8378	OR7D2		OR19-4, HTPCRH03, FLJ38149	162998	NM_175883	Q96RA2	ENSG00000188000
HGNC:8380	OR7D4	OR7D4P	hg105, OR19-B	125958	NM_001005191	Q8NG98	ENSG00000174667
HGNC:31308	OR7D11P			403295	NG_005822		
HGNC:8391	OR7E1P			341128	NG_004307		ENSG00000255554
HGNC:8402	OR7E2P	OR7F2P, OR7E51P	OR11-6, hg94	8587	NR_045004		ENSG00000255203
HGNC:8424	OR7E4P	OR7F4P	OR11-11a	8585	NG_002162		ENSG00000255261
HGNC:8435	OR7E5P	OR7F5P	OR11-12, FLJ31393	219445	NR_027688		ENSG00000214880
HGNC:8457	OR7E7P			392752	NG_002208		ENSG00000238228
HGNC:8458	OR7E8P		OR11-11a	346708	NG_002207		ENSG00000177400
HGNC:8381	OR7E10P		OR11-1	10823	NG_002183		ENSG00000254724
HGNC:8382	OR7E11P	OR7E144P	OR11-2	10822	NG_002181		ENSG00000254447
HGNC:8383	OR7E12P	OR7E58P, OR7E79P	OR11-3	10821	NR_044999		ENSG00000189398
HGNC:8384	OR7E13P		OR11-4	10820	NG_002177		ENSG00000197882
HGNC:8385	OR7E14P	OR7E151P	OR11-5	10819	NR_045002		ENSG00000184669
HGNC:8386	OR7E15P	OR7E80P, OR7E42P	OR11-392, OST001	8588	NG_002168		ENSG00000254917
HGNC:8387	OR7E16P	OR7E60P, OR7E17P	OR19-133, OR19-9	26473	NG_002189		ENSG00000267775
HGNC:8389	OR7E18P	OR7E61, OR7E98P	OR19-14, TPCR26	390885	NG_004360		ENSG00000180926
HGNC:8390	OR7E19P	OR7E65	OR19-7	26651	NG_002356		ENSG00000225980
HGNC:8393	OR7E21P	OR7E49P, OR7E127P	OR4DG, OST035	9432	NG_004123		ENSG00000251178
HGNC:8394	OR7E22P		OR6DG, OR3.6	9431	NG_004122		ENSG00000179799
HGNC:8395	OR7E23P	OR7E92P	OR21-3	391279	NG_004368		ENSG00000228433
HGNC:8396	OR7E24	OR7E24P	OR19-8, HSHT2, OR7E24Q	26648	NM_001079935	Q6IFN5	ENSG00000237521
HGNC:8397	OR7E25P		OR19-C, CIT-B-440L2	26647	NG_004132		ENSG00000187847
HGNC:8398	OR7E26P	OR7E67P, OR7E69P, OR7E70P, OR7E68P	OR1-51, OR1-72, OR1-73, OR912-95	401637	NG_002315		ENSG00000228547
HGNC:8400	OR7E28P	OR7E133P, OR7E107P, OR7E27P	OST128, hg616	26645	NG_004131		ENSG00000251491
HGNC:8401	OR7E29P		OST032	26644	NG_004130		ENSG00000243429
HGNC:8404	OR7E31P	OR7E32P	OST205	375601	NG_004666		ENSG00000185074
HGNC:8406	OR7E33P		hg688	26640	NG_002211		ENSG00000226537
HGNC:8408	OR7E35P	OR7E120	OST018	391632	NG_004371		ENSG00000250425
HGNC:8409	OR7E36P	OR7E119P	OST024	26637	NG_004129		ENSG00000205240
HGNC:8410	OR7E37P		hg533	100506759	NR_002163		ENSG00000215480
HGNC:8411	OR7E38P	OR7E76	OST127	389537	NG_002209		ENSG00000183444
HGNC:8412	OR7E39P	OR7E138P	hg611	253933	NG_004294		ENSG00000273252
HGNC:8415	OR7E41P	OR7F6P, OR7E50P, OR7E95P	OR11-20, hg84, OR8-126	8583	NG_002158		ENSG00000250640
HGNC:8417	OR7E43P		OR4-116	26475	NG_002191		ENSG00000249844
HGNC:8420	OR7E46P		OST379, MCEEP	402077	NG_004394		ENSG00000234485
HGNC:8421	OR7E47P		OR7E141	26628	NR_120437		ENSG00000257542
HGNC:8428	OR7E53P	OR7E78P, OR7E78, OR7E132P	OR3-143, OR3-142	26478	NG_002316		ENSG00000239978
HGNC:8430	OR7E55P	OR7E56P	OR2DG, OR3.2, OST013	391548	NG_004370		ENSG00000230655
HGNC:8434	OR7E59P	OR7E59, OR7E137P	OST119	402249	NG_004398		ENSG00000250561
HGNC:8438	OR7E62P	OR7E63P, OR7E64P, OR7E82P	OR7E62, OR2-53, OR7E63, OR7E64	26479	NG_002317		ENSG00000234896
HGNC:8442	OR7E66P	OR7E6P, OR7E20P	hg630, HG630, OR3DG, OR3.3	26614	NG_004127		ENSG00000243674
HGNC:14688	OR7E83P	OR7E134P		391630	NG_002251		ENSG00000249866
HGNC:14690	OR7E84P	OR7E54P	OST185	390288	NG_002276		
HGNC:14692	OR7E85P	OR7E88P		442105	NG_002249		ENSG00000250884
HGNC:14694	OR7E86P			442104	NG_002248		ENSG00000248364
HGNC:14709	OR7E87P	OR7E3P, OR7F3P	OR11-9	8586	NG_002164		ENSG00000184055
HGNC:14730	OR7E89P			79540	NG_002272		ENSG00000243792
HGNC:14733	OR7E90P	OR7E123P	OST705	79537	NG_002271		ENSG00000188668
HGNC:14747	OR7E91P			79315	NR_002185		ENSG00000205847
HGNC:14780	OR7E93P	OR7E131P		79282	NG_002225		ENSG00000228963
HGNC:14789	OR7E94P			79273	NG_002221		ENSG00000249646
HGNC:14815	OR7E96P			401450	NG_004629		ENSG00000227013
HGNC:14834	OR7E97P			79492	NG_002256		ENSG00000179170
HGNC:15059	OR7E99P			81419	NG_004262		ENSG00000250710
HGNC:15048	OR7E100P			81430	NG_004266		ENSG00000242525
HGNC:15342	OR7E101P			81138	NG_004175		ENSG00000227019
HGNC:15043	OR7E102P	OR7E102		400984	NG_004385		ENSG00000168992
HGNC:15343	OR7E104P			81137	NG_004174		
HGNC:15364	OR7E105P			81116	NG_004171		ENSG00000258423
